name,family,source,task_type,seed,length,horizon,params
linear_memory_lag10_s019_v4_window_length_horizon,input_driven_memory,synthetic,input_driven,150170139,800,1,"{'generator': 'linear_memory', 'lag': 10, 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['window_length_horizon'], 'perturbation_strength': 1.0}"
nonlinear_ipc_d2_l03_s003_v4_outlier_spike,input_driven_memory,synthetic,input_driven,150170143,800,1,"{'generator': 'nonlinear_ipc', 'degree': 2, 'lags': [1, 2, 3], 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['outlier_spike'], 'perturbation_strength': 0.3684210526315789}"
nonlinear_ipc_d3_l20_s009_v4_quantized_clipped_saturated,input_driven_memory,synthetic,input_driven,150170149,800,1,"{'generator': 'nonlinear_ipc', 'degree': 3, 'lags': [1, 10, 20], 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['quantized_clipped_saturated'], 'perturbation_strength': 0.6052631578947368}"
nonlinear_ipc_d4_l07_s012_v4_time_warped,input_driven_memory,synthetic,input_driven,150170152,800,1,"{'generator': 'nonlinear_ipc', 'degree': 4, 'lags': [1, 3, 7], 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['time_warped'], 'perturbation_strength': 0.7236842105263157}"
nonlinear_ipc_d3_l15_s018_v4_downsampled_aliased,input_driven_memory,synthetic,input_driven,150170158,800,1,"{'generator': 'nonlinear_ipc', 'degree': 3, 'lags': [1, 7, 15], 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['downsampled_aliased'], 'perturbation_strength': 0.9605263157894737}"
nonlinear_ipc_d2_l17_s019_v4_time_warped,input_driven_memory,synthetic,input_driven,150170159,800,1,"{'generator': 'nonlinear_ipc', 'degree': 2, 'lags': [1, 8, 17], 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['time_warped'], 'perturbation_strength': 1.0}"
channel_equalization_n0.029_s010_v4_missing_irregular,input_driven_memory,synthetic,input_driven,150170330,800,1,"{'generator': 'channel_equalization', 'noise_std': 0.029454325319093262, 'drive_scale': 1.1607250596971013, 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['missing_irregular'], 'perturbation_strength': 0.6447368421052632}"
channel_equalization_n0.056_s012_v4_outlier_spike,input_driven_memory,synthetic,input_driven,150170332,800,1,"{'generator': 'channel_equalization', 'noise_std': 0.05567194889775154, 'drive_scale': 0.9338357153694019, 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['outlier_spike'], 'perturbation_strength': 0.7236842105263157}"
channel_equalization_n0.026_s013_v4_downsampled_aliased,input_driven_memory,synthetic,input_driven,150170333,800,1,"{'generator': 'channel_equalization', 'noise_std': 0.026324981410018752, 'drive_scale': 1.2441008406481884, 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['downsampled_aliased'], 'perturbation_strength': 0.7631578947368421}"
intermittent_p0.10_s001,intermittent_sparse,synthetic,forecast,150105101,800,2,"{'generator': 'intermittent_demand', 'p_event': 0.09741084490084197, 'burst_scale': 1.244481475738795, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
intermittent_p0.20_s007,intermittent_sparse,synthetic,forecast,150105107,800,2,"{'generator': 'intermittent_demand', 'p_event': 0.2045024793736598, 'burst_scale': 1.301105498563591, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
intermittent_p0.13_s008,intermittent_sparse,synthetic,forecast,150105108,800,2,"{'generator': 'intermittent_demand', 'p_event': 0.1271699851659606, 'burst_scale': 1.616607022425392, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
intermittent_p0.03_s010,intermittent_sparse,synthetic,forecast,150105110,800,2,"{'generator': 'intermittent_demand', 'p_event': 0.02529263387540235, 'burst_scale': 1.4735223591516307, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
intermittent_p0.20_s011,intermittent_sparse,synthetic,forecast,150105111,800,2,"{'generator': 'intermittent_demand', 'p_event': 0.1986884646970251, 'burst_scale': 2.920171168477098, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
intermittent_p0.19_s012,intermittent_sparse,synthetic,forecast,150105112,800,2,"{'generator': 'intermittent_demand', 'p_event': 0.18750412709278516, 'burst_scale': 0.8262007795651009, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
intermittent_p0.08_s016,intermittent_sparse,synthetic,forecast,150105116,800,2,"{'generator': 'intermittent_demand', 'p_event': 0.07721375891238381, 'burst_scale': 2.797589772910378, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
intermittent_p0.22_s018,intermittent_sparse,synthetic,forecast,150105118,800,2,"{'generator': 'intermittent_demand', 'p_event': 0.21556493540094632, 'burst_scale': 2.2811073102033514, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
v4_intermittent_p0.081_000,intermittent_sparse,synthetic,forecast,150166000,800,2,"{'generator': 'intermittent_demand', 'p_event': 0.08065718283433149, 'burst_scale': 2.259957582399169, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_intermittent_p0.009_001,intermittent_sparse,synthetic,forecast,150166001,800,2,"{'generator': 'intermittent_demand', 'p_event': 0.009432136240823286, 'burst_scale': 3.232052537795498, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_intermittent_p0.158_002,intermittent_sparse,synthetic,forecast,150166002,800,2,"{'generator': 'intermittent_demand', 'p_event': 0.15831744772965115, 'burst_scale': 4.558791420282436, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_intermittent_p0.134_004,intermittent_sparse,synthetic,forecast,150166004,800,2,"{'generator': 'intermittent_demand', 'p_event': 0.13365314230679298, 'burst_scale': 2.7404634593879105, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_intermittent_p0.067_006,intermittent_sparse,synthetic,forecast,150166006,800,2,"{'generator': 'intermittent_demand', 'p_event': 0.06732091374861685, 'burst_scale': 1.0504145545281027, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_intermittent_p0.054_010,intermittent_sparse,synthetic,forecast,150166010,800,2,"{'generator': 'intermittent_demand', 'p_event': 0.05415694185074689, 'burst_scale': 1.9565520776140641, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_intermittent_p0.145_011,intermittent_sparse,synthetic,forecast,150166011,800,2,"{'generator': 'intermittent_demand', 'p_event': 0.14455578042001968, 'burst_scale': 4.010284011414049, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_intermittent_p0.167_012,intermittent_sparse,synthetic,forecast,150166012,800,2,"{'generator': 'intermittent_demand', 'p_event': 0.166845819547312, 'burst_scale': 3.5053344592436044, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_intermittent_p0.090_014,intermittent_sparse,synthetic,forecast,150166014,800,2,"{'generator': 'intermittent_demand', 'p_event': 0.09008599546255867, 'burst_scale': 0.6225610937209902, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_intermittent_p0.058_016,intermittent_sparse,synthetic,forecast,150166016,800,2,"{'generator': 'intermittent_demand', 'p_event': 0.058381731492035564, 'burst_scale': 1.7603830706739965, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_intermittent_p0.125_017,intermittent_sparse,synthetic,forecast,150166017,800,2,"{'generator': 'intermittent_demand', 'p_event': 0.1245107959560652, 'burst_scale': 4.998722437767366, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_intermittent_p0.047_019,intermittent_sparse,synthetic,forecast,150166019,800,2,"{'generator': 'intermittent_demand', 'p_event': 0.046804210962912, 'burst_scale': 2.429912623654329, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
ar1_s005,linear_stochastic,synthetic,forecast,150102105,800,1,"{'generator': 'ar', 'phi': [0.015998292628407997], 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
ar3_s007,linear_stochastic,synthetic,forecast,150102107,800,1,"{'generator': 'ar', 'phi': [0.22454868285502397, -0.13137353966658616, 0.7364205674633859], 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
ar1_s008,linear_stochastic,synthetic,forecast,150102108,800,1,"{'generator': 'ar', 'phi': [0.24791578125500094], 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
ar3_s009,linear_stochastic,synthetic,forecast,150102109,800,1,"{'generator': 'ar', 'phi': [0.43909379657709785, -0.301389147770967, 0.04896885683307495], 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
ar1_s010,linear_stochastic,synthetic,forecast,150102110,800,1,"{'generator': 'ar', 'phi': [-0.005217929749894479], 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
ar1_s014,linear_stochastic,synthetic,forecast,150102114,800,3,"{'generator': 'ar', 'phi': [0.6928539429142248], 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
arma22_s002,linear_stochastic,synthetic,forecast,150104002,800,3,"{'generator': 'arma', 'phi': [0.7022910236307842, -0.1428177994062026], 'theta': [0.26576790348261414, 0.305591088052695], 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
arma22_s004,linear_stochastic,synthetic,forecast,150104004,800,2,"{'generator': 'arma', 'phi': [-0.40374790902557167, -0.38396875479187625], 'theta': [-0.26157692835266955, 0.1891468547059409], 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
arma22_s008,linear_stochastic,synthetic,forecast,150104008,800,2,"{'generator': 'arma', 'phi': [-0.09751741013005262, -0.2591516202422434], 'theta': [-0.589734946144336, 0.008959851909861205], 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
arma22_s010,linear_stochastic,synthetic,forecast,150104010,800,1,"{'generator': 'arma', 'phi': [0.21060548578072022, 0.5348413768014332], 'theta': [-0.10493585989293708, -0.3975672301853499], 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
v4_arma22_000,linear_stochastic,synthetic,forecast,150172000,800,1,"{'generator': 'arma', 'phi': [0.11328707643165019, 0.5612039606369081], 'theta': [-0.21590395963531428, 0.39420959413740386], 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_arma22_008,linear_stochastic,synthetic,forecast,150172008,800,1,"{'generator': 'arma', 'phi': [-0.22995175170846865, 0.21290230046361677], 'theta': [0.06937616429053606, -0.05378835422376582], 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_arma22_016,linear_stochastic,synthetic,forecast,150172016,800,5,"{'generator': 'arma', 'phi': [0.03509730442894956, 0.7838056015635547], 'theta': [-0.4643149340513506, 0.10382543198318428], 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
ar2_s004_v4_missing_irregular,linear_stochastic,synthetic,forecast,150170204,800,1,"{'generator': 'ar', 'phi': [-0.20824265990803706, 0.34892020104691635], 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['missing_irregular'], 'perturbation_strength': 0.40789473684210525}"
ar1_s005_v4_quantized_clipped_saturated,linear_stochastic,synthetic,forecast,150170205,800,1,"{'generator': 'ar', 'phi': [0.015998292628407997], 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['quantized_clipped_saturated'], 'perturbation_strength': 0.4473684210526316}"
ar3_s007_v4_downsampled_aliased,linear_stochastic,synthetic,forecast,150170207,800,5,"{'generator': 'ar', 'phi': [0.22454868285502397, -0.13137353966658616, 0.7364205674633859], 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['downsampled_aliased'], 'perturbation_strength': 0.5263157894736842}"
ar1_s008_v4_time_warped,linear_stochastic,synthetic,forecast,150170208,800,2,"{'generator': 'ar', 'phi': [0.24791578125500094], 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['time_warped'], 'perturbation_strength': 0.5657894736842105}"
ar1_s013_v4_outlier_spike,linear_stochastic,synthetic,forecast,150170213,800,1,"{'generator': 'ar', 'phi': [-0.36245849980660155], 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['outlier_spike'], 'perturbation_strength': 0.7631578947368421}"
ar1_s017_v4_observation_noise,linear_stochastic,synthetic,forecast,150170217,800,2,"{'generator': 'ar', 'phi': [-0.4133912879759371], 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['observation_noise'], 'perturbation_strength': 0.9210526315789473, 'snr_db': 22.421052631578945}"
ar1_s019_v4_quantized_clipped_saturated,linear_stochastic,synthetic,forecast,150170219,800,2,"{'generator': 'ar', 'phi': [0.6046809390780197], 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['quantized_clipped_saturated'], 'perturbation_strength': 1.0}"
fbm_h0.594_s001,long_range,synthetic,forecast,150102301,800,1,"{'generator': 'fbm', 'H': 0.594493082416254, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
fbm_h0.829_s004,long_range,synthetic,forecast,150102304,800,2,"{'generator': 'fbm', 'H': 0.8287410925376875, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
fbm_h0.808_s010,long_range,synthetic,forecast,150102310,800,2,"{'generator': 'fbm', 'H': 0.8081603877662903, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
fbm_h0.584_s017,long_range,synthetic,forecast,150102317,800,1,"{'generator': 'fbm', 'H': 0.584162485202753, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
fbm_h0.937_s005_snr5db,long_range,synthetic,forecast,150109105,800,2,"{'generator': 'fbm', 'H': 0.9373999327945489, 'noise_overlay': True, 'snr_db': 5.0, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
fbm_h0.881_s006_snr10db,long_range,synthetic,forecast,150109106,800,2,"{'generator': 'fbm', 'H': 0.8813221484171045, 'noise_overlay': True, 'snr_db': 10.0, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
fbm_h0.619_s007_snr20db,long_range,synthetic,forecast,150109107,800,1,"{'generator': 'fbm', 'H': 0.6186826708513954, 'noise_overlay': True, 'snr_db': 20.0, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
fbm_h0.900_s013_snr20db,long_range,synthetic,forecast,150109113,800,2,"{'generator': 'fbm', 'H': 0.8997299311804297, 'noise_overlay': True, 'snr_db': 20.0, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
fbm_h0.584_s017_snr5db,long_range,synthetic,forecast,150109117,800,1,"{'generator': 'fbm', 'H': 0.584162485202753, 'noise_overlay': True, 'snr_db': 5.0, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
v4_fbm_h0.911_003,long_range,synthetic,forecast,150168003,800,2,"{'generator': 'fbm', 'H': 0.9106220704900059, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_fbm_h0.526_009,long_range,synthetic,forecast,150168009,800,1,"{'generator': 'fbm', 'H': 0.5255646190135397, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_fbm_h0.841_018,long_range,synthetic,forecast,150168018,800,2,"{'generator': 'fbm', 'H': 0.8405292022751583, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_fbm_h0.635_020,long_range,synthetic,forecast,150168020,800,1,"{'generator': 'fbm', 'H': 0.6347023253586555, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_fbm_h0.702_025,long_range,synthetic,forecast,150168025,800,1,"{'generator': 'fbm', 'H': 0.701569209978715, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_fbm_h0.886_028,long_range,synthetic,forecast,150168028,800,5,"{'generator': 'fbm', 'H': 0.8857737864556103, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_fbm_h0.955_032,long_range,synthetic,forecast,150168032,800,7,"{'generator': 'fbm', 'H': 0.9551278479166697, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
fbm_h0.559_s009_v4_downsampled_aliased,long_range,synthetic,forecast,150170249,800,6,"{'generator': 'fbm', 'H': 0.5588584302286327, 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['downsampled_aliased'], 'perturbation_strength': 0.6052631578947368}"
fbm_h0.808_s010_v4_time_warped,long_range,synthetic,forecast,150170250,800,4,"{'generator': 'fbm', 'H': 0.8081603877662903, 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['time_warped'], 'perturbation_strength': 0.6447368421052632}"
fbm_h0.715_s011_v4_window_length_horizon,long_range,synthetic,forecast,150170251,800,1,"{'generator': 'fbm', 'H': 0.7147429738698333, 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['window_length_horizon'], 'perturbation_strength': 0.6842105263157895}"
fbm_h0.773_s016_v4_downsampled_aliased,long_range,synthetic,forecast,150170256,800,6,"{'generator': 'fbm', 'H': 0.772584432299302, 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['downsampled_aliased'], 'perturbation_strength': 0.881578947368421}"
trend_seasonal_s42_008,multiscale_composite,synthetic,forecast,150105208,800,8,"{'generator': 'trend_seasonal', 'slope': 0.0012408947513299017, 'season': 42, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
trend_seasonal_s65_017,multiscale_composite,synthetic,forecast,150105217,800,16,"{'generator': 'trend_seasonal', 'slope': 0.003952351379741941, 'season': 65, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
trend_seasonal_s45_018,multiscale_composite,synthetic,forecast,150105218,800,9,"{'generator': 'trend_seasonal', 'slope': 0.0013387493353426891, 'season': 45, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
v4_multiscale_p431_10_002,multiscale_composite,synthetic,forecast,150163002,800,3,"{'generator': 'multiscale_composite', 'slow_period': 431, 'fast_period': 10, 'burst_rate': 0.021073415213296108, 'trend': -0.0009057322273049904, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_multiscale_p287_25_004,multiscale_composite,synthetic,forecast,150163004,800,6,"{'generator': 'multiscale_composite', 'slow_period': 287, 'fast_period': 25, 'burst_rate': 0.018218608446548965, 'trend': -0.0015055402174096288, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_multiscale_p117_8_009,multiscale_composite,synthetic,forecast,150163009,800,3,"{'generator': 'multiscale_composite', 'slow_period': 117, 'fast_period': 8, 'burst_rate': 0.023333694613191156, 'trend': -6.532055069192891e-05, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_multiscale_p481_9_013,multiscale_composite,synthetic,forecast,150163013,800,2,"{'generator': 'multiscale_composite', 'slow_period': 481, 'fast_period': 9, 'burst_rate': 0.011135796161270847, 'trend': 0.0002889669316661044, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_multiscale_p300_35_014,multiscale_composite,synthetic,forecast,150163014,800,7,"{'generator': 'multiscale_composite', 'slow_period': 300, 'fast_period': 35, 'burst_rate': 0.05207225723156906, 'trend': 0.0022994618535216228, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_multiscale_p131_20_016,multiscale_composite,synthetic,forecast,150163016,800,6,"{'generator': 'multiscale_composite', 'slow_period': 131, 'fast_period': 20, 'burst_rate': 0.04724503802156111, 'trend': 0.0028757900099399335, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_multiscale_p508_14_020,multiscale_composite,synthetic,forecast,150163020,800,4,"{'generator': 'multiscale_composite', 'slow_period': 508, 'fast_period': 14, 'burst_rate': 0.05603484512504075, 'trend': -0.00030763074910263553, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_multiscale_p358_45_029,multiscale_composite,synthetic,forecast,150163029,800,9,"{'generator': 'multiscale_composite', 'slow_period': 358, 'fast_period': 45, 'burst_rate': 0.055668254587198304, 'trend': 0.001466696804822911, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_multiscale_p178_23_034,multiscale_composite,synthetic,forecast,150163034,800,8,"{'generator': 'multiscale_composite', 'slow_period': 178, 'fast_period': 23, 'burst_rate': 0.06155713308173815, 'trend': 0.003179662087496864, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_multiscale_p221_17_035,multiscale_composite,synthetic,forecast,150163035,800,5,"{'generator': 'multiscale_composite', 'slow_period': 221, 'fast_period': 17, 'burst_rate': 0.010344285477023936, 'trend': -0.0018735158960167645, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_multiscale_p386_42_036,multiscale_composite,synthetic,forecast,150163036,800,8,"{'generator': 'multiscale_composite', 'slow_period': 386, 'fast_period': 42, 'burst_rate': 0.022174027428487002, 'trend': -0.0019711598786616574, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_multiscale_p365_41_043,multiscale_composite,synthetic,forecast,150163043,800,9,"{'generator': 'multiscale_composite', 'slow_period': 365, 'fast_period': 41, 'burst_rate': 0.04306365687041353, 'trend': 0.0035896678824696424, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_multiscale_p318_14_047,multiscale_composite,synthetic,forecast,150163047,800,4,"{'generator': 'multiscale_composite', 'slow_period': 318, 'fast_period': 14, 'burst_rate': 0.008569710596788486, 'trend': 0.0019510295600713387, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_multiscale_p190_34_050,multiscale_composite,synthetic,forecast,150163050,800,8,"{'generator': 'multiscale_composite', 'slow_period': 190, 'fast_period': 34, 'burst_rate': 0.049427487001300445, 'trend': 0.0016739962902992509, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_multiscale_p171_43_051,multiscale_composite,synthetic,forecast,150163051,800,10,"{'generator': 'multiscale_composite', 'slow_period': 171, 'fast_period': 43, 'burst_rate': 0.012564460002291689, 'trend': 0.0010982606911538414, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_multiscale_p148_18_057,multiscale_composite,synthetic,forecast,150163057,800,5,"{'generator': 'multiscale_composite', 'slow_period': 148, 'fast_period': 18, 'burst_rate': 0.03730375222515591, 'trend': -0.0013767152813852022, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_multiscale_p352_33_059,multiscale_composite,synthetic,forecast,150163059,800,8,"{'generator': 'multiscale_composite', 'slow_period': 352, 'fast_period': 33, 'burst_rate': 0.05845288052137804, 'trend': 0.0025165588998072694, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
setar_t0.00_s003,nonlinear_autoregressive,synthetic,forecast,150104303,800,2,"{'generator': 'setar', 'threshold': 0.004695215064204283, 'high_phi': 0.7403671073889716, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
setar_t0.15_s007,nonlinear_autoregressive,synthetic,forecast,150104307,800,3,"{'generator': 'setar', 'threshold': 0.14988601576887484, 'high_phi': 0.8909149148846365, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
setar_t0.10_s008,nonlinear_autoregressive,synthetic,forecast,150104308,800,2,"{'generator': 'setar', 'threshold': 0.09629409555016288, 'high_phi': 0.7435541247884903, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
setar_t0.33_s010,nonlinear_autoregressive,synthetic,forecast,150104310,800,3,"{'generator': 'setar', 'threshold': 0.3294339531147732, 'high_phi': 0.8174355731523669, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
setar_t-0.30_s018,nonlinear_autoregressive,synthetic,forecast,150104318,800,1,"{'generator': 'setar', 'threshold': -0.29830881151837463, 'high_phi': 0.6566943887884973, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
setar_t-0.22_s019,nonlinear_autoregressive,synthetic,forecast,150104319,800,1,"{'generator': 'setar', 'threshold': -0.21513492274174426, 'high_phi': 0.7068657087340025, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
bilinear_a0.41_b0.26_s007,nonlinear_autoregressive,synthetic,forecast,150104607,800,2,"{'generator': 'bilinear', 'a': 0.4101986134207979, 'b': 0.2588472670269826, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
bilinear_a0.35_b0.68_s008,nonlinear_autoregressive,synthetic,forecast,150104608,800,2,"{'generator': 'bilinear', 'a': 0.3450915702152814, 'b': 0.6823885391756925, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
bilinear_a0.32_b0.48_s009,nonlinear_autoregressive,synthetic,forecast,150104609,800,2,"{'generator': 'bilinear', 'a': 0.31964446413247954, 'b': 0.4837913076980951, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
bilinear_a0.59_b-0.21_s010,nonlinear_autoregressive,synthetic,forecast,150104610,800,2,"{'generator': 'bilinear', 'a': 0.5928262867721708, 'b': -0.20862565345898387, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
bilinear_a0.55_b-0.54_s017,nonlinear_autoregressive,synthetic,forecast,150104617,800,3,"{'generator': 'bilinear', 'a': 0.5499852108759292, 'b': -0.5414354395005503, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
bilinear_a0.61_b-0.31_s019,nonlinear_autoregressive,synthetic,forecast,150104619,800,2,"{'generator': 'bilinear', 'a': 0.6141560520653029, 'b': -0.30812852182479955, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
v4_setar_006,nonlinear_autoregressive,synthetic,forecast,150169006,800,2,"{'generator': 'setar', 'threshold': -0.03575780124576711, 'high_phi': 0.6905599038085435, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_setar_012,nonlinear_autoregressive,synthetic,forecast,150169012,800,3,"{'generator': 'setar', 'threshold': 0.220882239198971, 'high_phi': 0.8231066435564685, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_setar_014,nonlinear_autoregressive,synthetic,forecast,150169014,800,3,"{'generator': 'setar', 'threshold': -0.33091326308125657, 'high_phi': 0.810602790755667, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_bilinear_019,nonlinear_autoregressive,synthetic,forecast,150169019,800,2,"{'generator': 'bilinear', 'a': 0.27496643319533626, 'b': 0.8336545341288514, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_bilinear_021,nonlinear_autoregressive,synthetic,forecast,150169021,800,2,"{'generator': 'bilinear', 'a': 0.34340566178114224, 'b': -0.26280989135575694, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_bilinear_025,nonlinear_autoregressive,synthetic,forecast,150169025,800,3,"{'generator': 'bilinear', 'a': 0.7306447827385432, 'b': -0.8167208170513668, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_bilinear_027,nonlinear_autoregressive,synthetic,forecast,150169027,800,1,"{'generator': 'bilinear', 'a': 0.3162229060082415, 'b': -0.13020572337654923, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_bilinear_031,nonlinear_autoregressive,synthetic,forecast,150169031,800,2,"{'generator': 'bilinear', 'a': 0.48213628057461244, 'b': -0.7766407046872497, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
quasi_periodic2_s012,oscillatory_quasiperiodic,synthetic,forecast,150102012,800,5,"{'generator': 'quasi_periodic', 'n_freqs': 2, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
chirp_f0.063_0.362_s009,oscillatory_quasiperiodic,synthetic,forecast,150102509,800,4,"{'generator': 'chirp', 'f0': 0.06291908037595793, 'f1': 0.36154726641682383, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
van_der_pol_mu2.85_s000,oscillatory_quasiperiodic,synthetic,forecast,150103700,800,31,"{'generator': 'van_der_pol', 'mu': 2.8526355550682716, 'dt': 0.05, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
